url_length,digits_len,num_subdomains,domain_length,path_length,uses_https,count_hyphens,count_at,count_dots,suspicious_words,special_char_count,shannon_entropy,status
64,0,1,17,40,0,0,0,3,0,11,4.303072516654254,0
73,0,3,40,26,0,2,1,5,1,12,4.356064505962651,1
56,0,1,20,28,1,2,0,2,0,8,4.289609949563124,0
33,0,0,10,16,0,0,0,2,0,7,3.907734270742486,1
53,4,1,18,28,0,3,0,2,0,10,4.342525700502433,0
35,0,1,14,14,0,2,0,2,0,8,4.085588016574085,0
24,0,1,15,1,1,0,0,2,0,6,3.459147917027245,0
54,7,1,11,35,1,0,0,2,0,7,4.726928705787046,1
113,10,1,15,76,1,0,0,2,0,14,5.247040746549193,1
29,2,1,22,0,0,1,0,2,0,6,4.28022625367366,0
74,6,1,24,42,1,3,0,3,0,12,4.341144671189342,0
65,0,1,17,41,0,3,0,2,0,10,4.356511275528548,0
53,26,1,13,33,0,0,0,2,0,6,4.53387870899444,1
48,1,2,25,16,0,0,0,4,0,9,4.183208073322318,1
71,12,0,25,26,1,1,0,2,0,11,4.739339154893165,1
51,0,0,17,27,0,0,0,2,1,8,4.039908068124803,1
44,0,1,15,21,1,1,0,2,0,9,4.079225801519103,0
50,3,1,21,22,0,0,0,2,0,8,4.174177320667443,1
83,17,3,45,18,1,2,0,5,0,14,4.7319334500825265,1
34,1,1,21,1,1,1,0,2,0,9,4.314972767530033,1
53,2,1,19,27,0,0,0,2,0,8,4.350680483625633,0
54,0,1,17,29,1,0,0,3,1,10,4.182779113467523,1
25,0,1,17,1,0,0,0,2,0,6,3.9434651896016457,0
123,8,1,16,9,0,3,0,2,0,27,4.8728244697240015,0
70,10,1,16,46,1,0,0,2,0,9,4.900153016697712,1
39,0,1,25,7,0,0,0,2,0,6,4.070425860265988,0
30,0,0,11,11,1,0,0,1,0,5,3.7647351787255054,0
44,0,1,20,16,1,0,0,2,0,7,4.2089873002588005,1
39,0,1,16,15,1,0,0,2,0,7,3.923365924534973,1
21,0,1,12,1,1,0,0,2,0,6,3.6537567082870006,0
26,0,1,17,1,1,1,0,2,0,7,3.891995487039019,0
121,19,2,37,77,0,1,0,4,0,14,4.7385919912825125,1
50,4,1,42,1,0,0,0,2,0,6,4.456174630069642,1
77,21,0,23,47,0,0,0,1,0,7,4.7140855358051486,1
44,0,1,26,11,0,0,0,2,0,8,4.096382335659181,0
55,0,1,20,28,0,1,0,2,0,10,4.544285167755426,1
34,1,1,27,0,0,0,0,2,0,5,4.065260267657297,1
122,6,1,23,82,1,3,0,2,0,19,5.295836134061023,1
82,1,1,17,58,0,9,0,2,0,17,4.2869702243843975,0
79,10,1,13,58,1,1,0,3,1,15,4.797531147421521,1
88,5,1,28,52,1,5,0,2,0,13,4.434974414594543,0
34,1,1,27,0,0,0,0,2,0,5,4.1162996057016965,1
44,0,1,16,20,1,0,0,2,0,8,4.189561096343496,0
29,0,1,20,1,1,0,0,2,0,6,4.073329701949522,1
27,0,1,19,1,0,1,0,2,0,7,3.930270372293455,0
126,22,3,50,19,0,1,0,4,3,18,4.796231632566908,1
49,1,1,15,27,0,2,0,3,0,10,4.229519987361591,0
79,0,1,19,25,1,0,1,4,0,15,4.423787002670503,1
88,7,1,36,45,0,5,0,3,0,14,4.4717472571281816,1
105,5,2,17,81,0,1,0,3,1,15,4.6311654895831715,1
64,14,3,35,21,1,0,0,5,0,11,4.546973149067329,1
66,6,0,22,10,0,1,0,2,0,12,4.580706862780763,1
51,0,0,18,26,0,0,0,2,1,9,3.944210332414287,1
46,0,1,23,15,1,1,0,2,0,8,4.300417118959396,0
38,3,0,12,19,0,0,0,1,0,7,4.0407090139455,1
60,0,1,14,38,1,4,0,2,0,12,4.298499037874887,0
34,0,1,26,1,0,0,0,2,0,6,4.160704752887782,0
35,0,1,27,1,0,0,0,2,0,6,3.9900172174899016,1
43,0,1,15,21,0,3,0,2,0,9,4.202330092304639,0
111,0,0,17,61,0,1,1,3,0,17,4.4279153351001685,1
136,18,3,50,20,1,1,0,4,3,21,4.724210223554932,1
43,6,1,21,15,0,2,0,3,0,10,4.268719696310996,1
25,0,1,18,0,0,0,0,2,0,5,3.7834651896016465,1
47,0,1,19,8,0,0,0,2,0,9,4.227684001111674,0
71,11,2,18,46,0,0,0,4,0,13,4.0892303960047185,0
26,1,1,19,0,0,1,0,2,1,6,4.23890125660263,1
114,24,1,26,81,0,2,0,3,0,15,4.809367567070502,1
44,4,1,37,0,0,0,0,2,0,5,4.243300368538957,1
79,7,1,29,43,0,0,0,3,0,11,4.64354637480911,0
26,0,1,18,1,0,0,0,2,0,6,3.690260390968384,0
75,6,0,16,51,1,5,0,1,0,13,4.36937939946618,0
56,9,3,36,12,1,2,0,5,0,11,4.496924958035209,1
103,5,1,29,66,1,5,0,2,0,13,4.414216125917667,0
27,0,1,18,1,1,0,0,2,0,6,4.004344446367528,0
38,4,1,30,0,1,0,0,2,0,5,4.238334671954104,1
48,0,3,41,0,0,0,0,4,0,7,4.1394608760283615,1
89,10,1,17,4,1,0,0,3,0,11,5.069748218077539,1
71,0,1,20,44,0,0,0,3,0,10,4.238975951578652,0
70,10,0,14,41,1,0,0,2,0,11,4.630799402808093,1
119,16,1,16,95,1,7,0,2,0,17,4.579846423827761,0
53,0,1,17,29,0,2,0,3,0,12,3.9540852004434854,1
46,0,0,16,14,0,0,0,2,1,7,4.631832608042797,1
30,0,1,15,8,0,0,0,2,0,6,3.831401845392172,1
45,11,4,37,1,0,0,0,5,0,9,4.1613130300868475,1
70,0,1,20,43,0,0,0,3,0,10,4.425591860285231,1
35,0,1,13,15,0,0,0,2,0,7,4.01158543183743,1
24,0,1,15,1,1,0,0,2,1,6,3.740601562950723,0
41,11,2,14,10,0,0,1,4,0,12,4.5098718216384865,1
128,57,0,14,107,0,4,0,2,0,12,4.754097293060825,1
36,0,1,28,1,0,0,0,2,0,6,3.953968403919608,0
75,3,2,27,41,0,0,0,4,0,12,4.5598249848015495,0
98,0,1,22,69,0,0,0,3,0,13,3.9381658242718887,0
113,9,1,15,76,1,0,0,2,0,13,5.209300370385562,1
102,20,0,15,80,0,1,0,1,0,12,4.585580221161115,1
33,9,2,25,1,0,0,0,3,0,7,4.165013816065913,1
111,4,1,15,76,1,1,0,2,0,15,5.340739457727429,1
41,5,1,33,1,0,2,0,2,0,8,4.32025139454538,1
27,0,1,19,1,0,0,0,2,0,6,3.6339740759971577,0
107,8,1,17,4,1,0,0,5,0,13,5.04390697356203,1
63,8,1,23,18,0,1,0,3,0,13,4.64015562258678,0
50,0,0,12,31,0,0,0,2,1,8,4.334177320667443,1
41,1,1,23,11,0,0,0,2,0,7,4.247557492317427,0
59,0,1,21,30,1,3,0,3,0,11,4.174708202404073,0
54,0,1,16,31,0,0,0,2,0,10,4.143892715872895,0
56,0,0,23,26,0,5,0,1,0,13,4.211671949980976,1
92,28,0,22,63,0,2,0,1,0,12,4.823803299046739,1
25,0,1,17,1,0,0,0,2,0,6,3.593269689515108,0
70,0,0,18,22,1,0,1,3,0,12,4.394996010998428,1
47,0,1,21,19,0,1,0,2,0,9,4.219928086715924,1
30,0,1,22,1,0,1,0,2,0,7,3.7232314287976207,0
40,0,1,16,16,1,0,0,2,0,6,4.3464393446710154,0
89,8,1,37,44,1,5,0,2,0,15,4.524703483365906,0
68,15,3,42,19,0,0,0,4,2,9,4.528444187304091,1
213,76,1,24,24,0,0,0,3,2,16,4.663949853713905,1
50,0,0,15,28,0,0,0,1,0,8,4.214177320667443,1
33,0,2,24,1,1,0,0,3,0,7,4.104407755459852,0
95,0,1,13,58,0,1,0,3,2,16,4.424553309276572,1
49,6,1,18,24,0,1,0,3,0,11,4.938803405773092,0
35,0,1,26,1,1,0,0,2,0,6,3.9357276594930415,0
24,3,0,15,1,1,0,0,1,0,6,3.772055208874201,0
27,0,1,15,4,1,0,0,2,0,7,3.8100810205217313,0
129,41,3,73,48,1,1,0,5,0,13,4.823303881557057,1
24,0,1,17,0,0,1,0,2,0,6,4.16829583405449,0
79,5,1,26,46,0,3,0,3,0,10,4.576420186090041,0
124,15,4,46,20,1,0,0,5,3,19,4.773375946419164,1
45,6,2,25,13,0,0,0,3,0,8,4.427979696753515,1
29,0,1,21,1,0,1,0,2,0,7,3.83127625337525,0
96,4,1,15,61,1,4,0,2,0,15,5.164091375784617,1
15,0,0,8,0,0,0,0,1,0,4,3.189898095464287,0
46,0,0,35,4,0,3,0,1,0,9,4.050204618865331,1
30,0,1,21,1,1,0,0,2,1,6,4.081727678869736,1
58,0,1,13,38,0,0,0,2,0,6,4.032285901818422,1
80,10,2,12,24,0,0,0,4,1,18,4.926318838740556,1
59,4,1,19,33,0,4,0,2,0,11,4.522662863641033,0
33,0,1,24,1,1,0,0,2,0,6,4.066677073707229,0
48,0,1,23,18,0,1,0,4,2,11,4.290400719733289,1
93,12,1,24,62,0,0,0,3,0,18,4.580360462863236,0
39,0,1,16,15,1,0,0,2,0,6,4.214262795507958,0
47,3,1,30,10,0,1,0,3,1,8,4.172978277857477,1
47,0,0,16,23,1,0,0,3,1,8,4.011411723741875,1
66,18,1,13,11,1,0,0,2,0,9,4.97024483163753,1
83,6,1,20,55,1,4,0,3,0,13,4.540676787661718,0
47,2,1,29,11,0,0,0,2,0,7,4.53598666059408,0
40,0,1,16,16,1,0,0,2,0,7,4.112814895472355,0
25,0,1,16,1,1,0,0,2,0,6,3.589275070710713,0
37,0,1,28,1,1,1,0,2,0,7,4.064466123018132,1
86,2,1,36,43,0,1,0,3,1,13,4.252139208343316,1
100,1,0,25,49,0,0,0,3,3,13,4.51160144715555,1
58,0,1,23,27,1,1,0,3,0,10,4.113545272890785,0
48,0,1,15,25,1,0,0,2,0,7,4.334147917027246,0
44,1,2,21,16,0,0,0,4,0,9,4.072623663895164,0
43,1,0,12,24,0,0,0,1,0,11,4.301508290129998,1
232,88,2,13,46,0,0,0,4,1,21,4.928169529355023,1
101,18,1,37,57,0,0,0,2,1,10,4.715281562794414,1
69,6,1,16,46,0,2,0,3,0,12,4.34442627688119,0
68,18,1,22,38,1,0,0,2,0,7,4.601306223221492,1
45,0,1,13,25,0,0,0,2,0,11,4.29464636342018,0
53,0,0,15,30,1,0,0,3,0,10,4.0952916807333715,1
35,0,1,28,0,0,0,0,2,0,5,3.900153016697712,0
84,4,1,13,64,0,0,0,3,0,15,4.934250019028106,0
46,0,1,17,22,0,1,0,2,0,8,4.072930304900479,0
43,8,1,25,11,0,0,0,3,0,7,4.454766207938903,1
32,0,1,24,1,0,0,0,2,0,6,3.9292292966721742,1
41,0,1,16,17,1,0,0,2,1,8,4.043544614839371,1
35,2,1,19,9,0,0,0,2,0,7,4.171860873964196,0
27,0,1,18,1,1,0,0,2,0,6,3.680089353694807,0
29,0,0,11,10,1,0,0,1,0,5,3.6715543759356177,0
65,0,1,20,38,0,4,0,2,0,11,4.148313389518837,0
33,0,1,24,1,1,0,0,2,0,6,3.980169407880764,1
51,0,1,26,18,0,2,0,3,0,9,4.18520041193298,0
16,0,0,9,0,0,0,0,1,0,4,3.452819531114783,0
24,0,1,15,1,1,0,0,2,0,6,3.8035088547976783,0
54,13,1,11,35,1,0,0,2,0,7,4.773043983484695,1
22,0,1,14,1,0,0,0,2,0,6,3.447401504705915,0
121,28,1,24,1,0,0,0,2,0,18,5.34397604822511,1
50,1,0,16,27,0,0,0,3,0,8,3.91095213149284,1
38,0,1,31,0,0,0,0,2,0,5,3.9847696187067423,1
128,16,3,50,20,1,1,0,4,3,19,4.700430099623514,1
54,0,1,15,32,0,0,0,2,0,10,4.284811983918022,0
20,0,0,7,6,0,1,0,1,0,6,3.846439344671015,1
66,0,0,14,45,0,2,0,1,0,9,4.086325188794539,0
19,0,0,11,1,0,0,0,1,0,5,3.642149881636903,1
26,0,1,18,1,0,0,0,2,0,6,3.748328660365574,1
41,0,1,34,0,0,0,0,2,0,5,4.1291488832375896,1
31,0,1,23,1,0,1,0,2,0,7,4.018081793978685,1
25,0,0,12,5,1,0,0,1,0,5,3.913269689515107,1
30,0,1,21,1,1,0,0,2,0,6,3.9232314287976218,1
33,0,1,16,9,1,0,0,2,0,7,3.801377452429548,1
52,6,1,15,29,1,1,0,2,0,9,4.155464786840373,0
71,0,1,19,45,0,1,0,2,0,11,4.2067154719243804,1
45,0,1,22,16,0,1,0,3,0,9,3.9309901861623966,1
97,5,0,11,28,1,1,1,3,0,18,4.701242838584813,1
31,0,1,23,1,0,0,0,2,0,6,3.9292144551992183,0
39,0,1,30,1,1,0,0,2,0,6,4.057855988582063,1
26,0,1,14,5,0,0,0,2,0,6,3.5944825065194195,1
60,0,1,25,28,0,1,0,3,0,10,4.194087996100047,1
125,17,3,50,19,1,1,0,4,3,18,4.603667230368214,1
47,0,1,29,11,0,0,0,2,0,7,4.13907129820996,0
48,0,0,16,24,1,0,0,2,0,8,4.264460876028362,1
27,0,1,19,1,0,0,0,2,0,6,3.708048150071232,0
62,0,5,44,10,1,0,0,7,1,11,4.099200650859545,1
49,0,2,17,25,0,0,0,3,0,11,4.049994855073226,1
39,0,1,30,1,1,2,0,2,0,8,4.387465039153175,0
28,0,1,19,1,1,0,0,2,0,6,3.7979026896829464,0
27,0,1,15,5,0,0,0,2,0,7,3.884155094595805,1
35,1,1,28,0,0,0,0,2,0,5,3.85416328885666,1
63,0,1,13,42,1,6,0,2,0,12,4.350240344705981,0
61,0,1,18,36,0,3,0,3,0,11,4.079332469209647,0
37,4,1,23,7,0,0,0,2,0,7,3.9359556499866866,0
94,23,0,12,74,1,1,0,1,1,20,4.75233359379145,1
48,5,1,17,12,1,0,0,3,0,9,4.672995052579131,1
123,13,4,46,19,1,0,0,5,3,18,4.607606804029123,1
23,0,1,14,1,1,0,0,2,0,6,3.5883543471732335,0
57,2,1,24,26,0,1,0,2,0,10,4.220779217464201,0
45,0,1,18,20,0,1,0,2,0,8,4.233426641149881,0
38,3,1,16,15,0,1,0,2,0,8,4.188331131693838,1
67,2,0,10,50,0,7,0,1,0,14,4.1807194150129705,0
42,4,1,17,18,0,0,0,3,0,9,4.128184472069218,0
76,1,3,44,24,1,0,0,5,1,11,4.460236936299272,1
126,24,3,50,20,1,1,0,4,3,19,4.859507853263225,1
36,0,2,27,1,1,0,0,3,0,7,3.9993981823473774,0
69,0,1,15,46,1,1,0,2,0,11,4.2340017187185435,1
73,0,0,19,47,0,1,0,1,0,11,4.0717509785357535,1
124,16,4,46,20,1,0,0,5,3,19,4.72436142964669,1
35,0,1,17,10,1,0,0,2,0,7,3.897299717551716,0
40,1,0,22,11,0,0,0,1,0,6,4.0439427079182675,1
36,4,0,9,20,0,0,0,1,0,7,3.9857808213564594,0
24,0,0,16,1,0,0,0,1,0,5,3.688721875540867,0
50,0,0,17,26,0,0,0,1,0,8,4.163074189428569,1
33,0,1,24,1,1,1,0,2,0,7,4.12728313431329,0
44,2,3,30,6,1,0,0,4,0,8,4.023948449120703,1
62,0,1,18,37,0,2,0,2,0,13,4.595088850604771,1
43,0,1,26,10,0,0,0,2,0,7,3.739536266028125,1
29,3,1,18,3,1,0,0,2,0,6,4.1162646156680225,0
30,0,1,15,8,0,0,0,2,0,7,3.8565647621309544,0
60,0,1,18,35,0,0,0,2,0,10,4.320915337340661,0
56,7,3,47,1,1,0,0,4,0,8,4.541393261529371,1
45,2,1,16,22,0,0,0,2,0,8,4.174426151548691,0
126,47,1,61,10,0,4,0,3,0,15,4.8755641039481805,1
51,0,1,23,20,1,2,0,2,0,9,4.265083429994686,0
67,0,1,38,22,0,0,0,3,0,9,4.414668251441441,1
39,0,1,16,15,1,0,0,2,0,7,4.028490680178816,1
35,0,1,16,11,1,0,0,2,0,7,3.9864258740878222,0
83,4,0,19,56,1,1,0,1,0,12,4.479468167644175,1
46,0,1,15,23,1,0,0,2,0,7,4.230432750505621,0
102,6,1,12,83,0,7,0,2,0,17,4.821601779987788,0
69,0,1,26,36,0,4,0,3,0,11,4.090054987253751,0
51,2,1,15,28,1,0,0,2,0,8,4.287539254067758,0
58,0,1,28,23,0,2,0,2,0,10,4.079385900367718,0
38,0,1,25,6,0,1,0,2,0,7,4.14860021052734,1
28,0,1,19,1,1,2,0,2,0,8,3.9407598325400888,0
48,0,1,28,13,0,0,0,2,0,8,4.145512835516972,1
56,1,1,27,21,1,2,0,3,0,9,4.310060789343956,0
25,0,1,16,1,1,0,0,2,0,6,3.8634651896016465,0
64,13,1,14,21,1,0,0,3,0,10,4.802668898701708,0
29,0,1,21,1,0,0,0,2,0,6,3.7024715122197462,0
74,0,1,12,55,0,2,0,2,0,12,4.313805649752799,0
69,18,1,18,44,0,0,0,2,0,8,4.569205624769985,1
95,25,1,15,72,1,2,0,2,0,14,4.810836109403097,0
33,0,1,26,0,0,2,0,2,0,7,4.051821770808045,1
33,0,1,25,1,0,0,0,2,0,6,3.9225895736416696,0
59,0,0,9,43,0,2,0,2,0,9,4.136277584282902,0
37,0,0,14,16,0,0,0,1,0,6,4.121219243831913,0
19,0,0,12,0,0,0,0,1,0,4,3.5766176449086653,0
74,13,1,32,34,1,1,0,3,1,12,4.753391122901189,1
107,20,1,18,81,1,10,0,2,0,18,4.897480226229505,0
29,0,1,16,1,1,0,0,2,0,10,4.1162646156680225,0
37,0,1,22,8,0,0,0,3,0,7,3.9492049741940662,1
125,16,3,50,19,1,1,0,4,3,18,4.750665206763321,1
41,0,1,18,16,0,0,0,3,0,7,3.823555590238057,0
58,1,2,24,27,0,0,0,5,0,12,4.039016238466064,1
44,0,2,17,19,1,0,0,4,0,9,4.31705292530797,0
78,0,1,14,56,1,0,0,2,0,11,4.124564559323988,0
18,0,1,10,1,0,0,0,2,0,6,3.155221528859512,0
48,6,1,20,20,1,0,0,3,0,8,4.042481250360578,0
98,28,2,14,77,0,0,0,4,0,16,4.642785743623148,1
47,0,1,39,1,0,0,0,2,0,6,4.264606075441666,1
278,59,2,21,49,1,0,0,3,0,35,4.88392568427364,1
57,2,0,13,37,0,1,0,3,0,11,4.463782996317235,1
67,0,1,19,40,1,3,0,3,2,10,4.297380332785863,1
83,4,1,17,4,1,0,1,4,0,12,5.029873883253619,1
23,0,0,15,0,1,1,0,1,1,5,4.175735869100492,1
51,0,1,18,26,0,0,0,3,1,9,4.1747676869204415,1
127,43,1,61,10,1,4,0,3,0,15,4.844715204190438,1
104,16,2,24,45,1,0,1,7,0,14,4.66830444000538,1
32,5,1,14,11,0,0,0,2,0,6,4.218139062229566,1
40,0,1,20,12,1,0,0,3,0,7,3.9373261452560073,0
122,9,1,29,85,1,1,0,2,0,16,5.129256757039434,1
74,0,1,27,40,0,4,0,2,0,11,4.295630271807576,0
74,4,1,21,46,0,2,0,2,0,14,4.382770555803614,1
213,92,1,18,22,0,1,0,3,2,19,4.785777155259652,1
33,0,0,22,4,0,0,0,1,0,6,3.9912157102019847,1
26,4,1,18,1,0,0,0,2,0,6,3.8441065448145375,0
67,0,0,11,48,1,3,0,3,1,14,4.16064511698392,1
61,0,1,10,43,1,1,0,3,0,12,4.479174428645109,1
115,25,1,14,43,1,1,0,2,1,11,5.425851955586278,1
49,0,1,19,23,0,0,0,3,0,9,4.022602324353068,1
27,0,1,18,1,1,0,0,2,0,6,3.838039816898155,0
85,5,1,17,60,1,0,0,3,0,15,4.3453681785350655,0
36,0,1,29,0,0,1,0,2,0,6,4.0724312513221195,0
18,0,1,11,0,0,0,0,2,0,5,3.614369445886756,0
38,0,1,18,12,1,2,0,2,3,8,4.201231789474708,1
66,0,1,31,28,0,1,0,2,0,8,4.221959650608547,0
35,0,1,26,1,1,0,0,2,0,6,4.071581588126283,0
77,4,1,24,45,1,2,0,3,0,16,4.489071815089426,0
38,1,1,21,10,0,0,0,2,0,8,4.218469211370855,1
293,146,1,14,74,1,2,0,4,0,18,4.897720947970794,1
100,5,0,12,80,1,2,0,1,1,16,4.503563380781243,1
132,23,1,30,41,1,5,0,5,1,22,4.884721792358077,1
86,7,0,13,66,0,10,0,1,0,18,4.345056622821499,0
36,0,1,15,14,0,1,0,3,0,8,3.9675857649105257,0
21,0,0,13,1,0,0,0,1,0,5,3.7849418274376423,1
46,0,1,15,23,1,0,0,2,0,7,4.300417118959396,0
23,0,1,14,1,1,0,0,2,0,6,3.5227119556807582,0
73,7,0,17,49,0,4,0,1,0,11,4.509753286084207,0
41,0,1,32,1,1,0,0,2,0,6,4.064392248309453,1
49,0,1,10,32,0,2,0,2,0,9,4.219515395613161,0
45,4,0,15,22,1,1,0,1,0,7,4.505974696849668,1
58,0,1,28,23,0,1,0,3,0,11,4.139899262511287,1
56,0,1,16,32,1,0,0,2,0,10,4.188690584305922,0
128,26,3,50,20,1,1,0,4,3,19,4.882507720390291,1
51,0,1,21,23,0,0,0,3,0,8,4.328713086815011,0
93,0,1,19,67,0,7,0,3,0,14,4.401522458070232,0
21,0,0,14,0,0,0,0,1,0,4,3.880179922675737,0
48,0,1,15,25,1,0,0,2,0,9,4.2699746782469115,0
33,0,1,25,1,0,0,0,2,0,6,4.066677073707229,1
36,0,0,20,9,0,0,0,1,0,5,3.985780821356459,1
26,0,1,17,1,1,0,0,2,0,6,3.921029621737614,0
96,0,1,16,73,0,4,0,2,0,16,4.3975647831999005,1
50,11,2,14,29,0,1,0,4,0,12,4.353269689515107,1
73,25,0,18,48,0,1,0,1,1,8,4.773958169341782,1
99,5,1,15,76,1,0,0,2,0,10,5.1530437118127335,1
34,0,0,21,6,0,0,0,1,0,5,4.29277019393699,0
24,0,1,17,0,0,0,0,2,0,5,3.772055208874201,1
115,0,1,22,86,0,4,0,3,2,14,4.470872478342787,1
466,77,1,15,73,1,8,0,4,1,83,5.14061579670004,1
36,0,1,18,11,0,0,0,2,0,7,4.127986806877675,0
127,24,3,50,19,1,1,0,4,3,18,4.866714653103527,1
48,0,1,28,13,0,0,0,3,0,7,4.008947073809812,1
39,2,0,15,17,0,0,0,2,1,7,4.221049013623096,1
28,0,1,20,1,0,0,0,2,0,6,4.039148671903072,0
176,43,0,13,30,0,1,0,6,1,23,5.444672863805117,1
126,28,3,50,20,1,1,0,4,3,19,4.831008773257078,1
79,0,1,14,57,1,0,0,3,0,12,4.984301875297009,0
57,3,3,48,1,1,0,0,4,0,9,4.315284865673197,1
31,0,1,17,7,0,0,0,2,0,6,3.977916874693636,0
29,1,1,13,9,0,0,0,3,0,7,3.9952378913808873,1
47,0,0,16,24,0,1,2,2,1,11,4.169618980830811,1
64,0,1,16,41,0,1,0,3,0,11,4.26662973485082,1
45,0,1,25,12,1,0,0,3,0,7,4.246539762611724,0
36,0,0,10,18,1,1,0,1,0,8,4.048688113203415,1
27,0,1,17,3,0,0,0,2,0,6,3.763965742824082,1
63,7,1,27,29,0,0,0,3,0,14,4.528734193877989,0
43,0,1,29,7,0,0,0,2,0,7,3.9873274760758832,0
27,0,2,18,1,1,0,0,3,0,7,3.976385649991105,0
63,0,1,25,31,0,1,0,3,0,10,4.139746298216457,0
54,21,1,14,33,0,0,0,2,0,6,4.749986344635869,1
74,0,0,19,48,0,3,0,2,0,11,4.237746232616325,0
21,0,0,12,1,1,0,0,1,0,5,3.844232898763191,0
33,0,1,24,1,1,0,0,2,0,6,4.104407755459851,0
83,0,2,19,56,1,0,0,4,0,11,4.138114697337912,1
35,0,0,10,18,0,0,0,1,0,7,4.142730873716943,1
61,0,1,20,33,1,0,0,2,0,12,4.168064493748594,1
30,0,1,21,1,1,1,0,2,0,7,3.856564762130954,0
107,4,0,27,73,0,6,0,7,1,20,4.887470431580851,1
40,2,0,17,15,1,0,0,1,0,6,4.275070520364182,1
66,0,3,38,20,1,2,0,5,1,12,4.14101671113449,1
77,16,0,23,47,0,0,0,1,0,7,4.593175872634925,1
26,0,1,18,1,0,0,0,2,0,6,3.661226256269789,0
46,0,1,19,20,0,0,0,3,0,7,4.129236619374022,0
26,0,1,19,0,0,0,0,2,0,5,3.686419411348773,0
76,20,1,15,34,0,0,0,2,0,10,4.990705473685236,1
118,23,1,38,73,0,1,0,2,0,11,4.904759394291515,1
30,0,1,22,1,0,0,0,2,0,6,3.8980685120588383,0
25,0,1,18,0,0,0,0,2,0,5,3.813660689688185,0
76,6,1,12,56,1,3,0,3,0,12,4.484384343715318,0
68,19,1,18,1,0,4,0,2,0,12,4.565404666450817,1
42,8,1,15,19,1,0,0,2,0,8,4.279720852464462,0
59,1,1,17,35,0,5,0,2,0,12,4.263561906390137,0
66,0,1,18,41,0,3,0,2,0,10,4.132321060291975,0
23,0,1,15,1,0,0,0,2,0,6,3.621175542919472,0
188,94,2,13,10,0,0,0,4,2,15,4.581128122094371,1
31,0,1,23,1,0,0,0,2,0,6,3.760017277849653,0
50,0,1,20,22,1,0,0,3,0,9,4.003590820407827,0
67,0,1,17,43,0,0,0,2,0,13,4.315339564395864,0
50,0,1,27,15,1,1,0,2,0,7,4.281076880026372,0
45,6,1,24,14,0,0,0,2,0,7,4.363966707392708,0
27,4,0,14,6,0,0,0,1,0,6,3.8100810205217313,0
52,0,1,23,22,0,0,0,3,0,9,4.033689055389993,0
19,0,0,12,0,0,0,0,1,0,4,3.826874881864636,0
38,1,3,30,1,0,0,0,4,0,8,4.135699552746469,1
51,0,1,13,31,0,0,0,3,0,10,4.306763763701995,1
34,0,0,11,15,1,0,0,1,0,5,3.8588029144615943,0
33,0,1,16,9,1,0,0,2,0,7,4.086526226193701,0
24,0,1,16,1,0,0,0,2,0,6,3.688721875540867,0
45,0,2,28,10,0,0,0,4,1,8,4.066542752164839,1
61,3,2,27,27,0,0,0,4,0,11,4.3810762717763145,1
37,0,1,11,19,0,1,0,2,0,8,3.95905708166975,0
42,0,1,34,1,0,0,0,2,0,6,4.118275160770976,0
23,0,1,14,1,1,0,0,2,0,6,3.588354347173234,0
74,0,1,14,53,0,0,0,2,0,8,4.262290577086377,1
28,0,1,19,1,1,0,0,2,0,6,3.94075983254009,0
26,2,2,18,1,0,0,0,3,0,7,3.997952698660691,1
59,0,1,21,31,0,4,0,2,0,12,4.344862439985559,0
49,0,1,20,22,0,2,0,2,0,10,4.074221202169003,0
37,8,1,25,4,1,0,0,2,0,6,4.41189187902552,1
47,10,3,31,9,0,0,0,5,0,9,4.20599144773606,1
77,1,1,20,9,0,1,0,3,0,15,4.7003011982906,0
36,0,1,27,1,1,0,0,2,0,6,4.107017709595357,0
73,3,3,41,24,1,2,0,4,0,14,4.413241209952469,1
48,2,1,27,14,0,1,0,2,0,8,4.327368167875318,1
34,0,1,25,1,1,1,0,2,0,7,4.079678649882975,1
50,0,2,17,26,0,2,0,3,0,9,4.305979129983102,0
380,48,1,32,1,0,2,1,4,0,15,5.9431509791450265,1
46,2,0,14,25,0,0,0,2,0,9,4.311074184082722,0
40,0,1,31,1,1,2,0,2,0,8,4.146439344671015,1
27,0,1,18,1,1,1,0,2,0,7,3.9582291686698783,1
115,0,1,21,61,0,1,1,4,0,18,4.449522121022494,1
27,0,1,14,5,1,0,0,2,0,6,3.606015279620733,0
611,71,1,21,7,1,1,0,4,0,11,5.716495999461041,1
46,10,3,31,7,1,1,0,4,0,9,4.354552444952288,1
61,0,1,16,38,0,4,0,3,0,11,4.136607265493638,0
28,0,1,20,1,0,0,0,2,0,6,4.110577243331642,0
81,17,1,27,47,0,0,0,2,0,8,4.741404023410493,1
39,0,1,30,1,1,0,0,2,0,6,4.038499898783,0
83,11,1,15,61,0,7,0,2,0,13,4.517750540763537,0
27,0,0,18,1,1,0,0,1,0,5,3.986187965046304,0
30,11,2,14,9,0,0,0,3,0,8,3.8980685120588383,1
36,3,1,27,1,1,1,0,2,0,7,4.329239931817577,1
70,0,1,37,26,0,1,0,3,4,10,4.436744989587037,1
97,7,1,21,69,0,6,0,2,0,16,4.683547828062403,0
74,0,1,18,49,0,2,0,3,0,12,4.266376257802435,1
